"","code_muni2","code_muni","MUNICIPIO","Nome_UF"
"1031","2310902",231090,"Piquet Carneiro","Ceará"
"1032","2310951",231095,"Pires Ferreira","Ceará"
"1033","2311009",231100,"Poranga","Ceará"
"1034","2311108",231110,"Porteiras","Ceará"
"1035","2311207",231120,"Potengi","Ceará"
"1036","2311231",231123,"Potiretama","Ceará"
"1037","2311264",231126,"Quiterianópolis","Ceará"
"1038","2311306",231130,"Quixadá","Ceará"
"1039","2311355",231135,"Quixelô","Ceará"
"1040","2311405",231140,"Quixeramobim","Ceará"
"1041","2311504",231150,"Quixeré","Ceará"
"1042","2311603",231160,"Redenção","Ceará"
"1043","2311702",231170,"Reriutaba","Ceará"
"1044","2311801",231180,"Russas","Ceará"
"1045","2311900",231190,"Saboeiro","Ceará"
"1046","2311959",231195,"Salitre","Ceará"
"1047","2312007",231200,"Santana do Acaraú","Ceará"
"1048","2312106",231210,"Santana do Cariri","Ceará"
"1049","2312205",231220,"Santa Quitéria","Ceará"
"1050","2312304",231230,"São Benedito","Ceará"
"1051","2312403",231240,"São Gonçalo do Amarante","Ceará"
"1052","2312502",231250,"São João do Jaguaribe","Ceará"
"1053","2312601",231260,"São Luís do Curu","Ceará"
"1054","2312700",231270,"Senador Pompeu","Ceará"
"1055","2312809",231280,"Senador Sá","Ceará"
"1056","2312908",231290,"Sobral","Ceará"
"1057","2313005",231300,"Solonópole","Ceará"
"1058","2313104",231310,"Tabuleiro do Norte","Ceará"
"1059","2313203",231320,"Tamboril","Ceará"
"1060","2313252",231325,"Tarrafas","Ceará"
"1061","2313302",231330,"Tauá","Ceará"
"1062","2313351",231335,"Tejuçuoca","Ceará"
"1063","2313401",231340,"Tianguá","Ceará"
"1064","2313500",231350,"Trairi","Ceará"
"1065","2313559",231355,"Tururu","Ceará"
"1066","2313609",231360,"Ubajara","Ceará"
"1067","2313708",231370,"Umari","Ceará"
"1068","2313757",231375,"Umirim","Ceará"
"1069","2313807",231380,"Uruburetama","Ceará"
"1070","2313906",231390,"Uruoca","Ceará"
"1071","2313955",231395,"Varjota","Ceará"
"1072","2314003",231400,"Várzea Alegre","Ceará"
"1073","2314102",231410,"Viçosa do Ceará","Ceará"
"1074","2400109",240010,"Acari","Rio Grande do Norte"
"1075","2400208",240020,"Açu","Rio Grande do Norte"
"1076","2400307",240030,"Afonso Bezerra","Rio Grande do Norte"
"1077","2400406",240040,"Água Nova","Rio Grande do Norte"
"1078","2400505",240050,"Alexandria","Rio Grande do Norte"
"1079","2400604",240060,"Almino Afonso","Rio Grande do Norte"
"1080","2400703",240070,"Alto do Rodrigues","Rio Grande do Norte"
"1081","2400802",240080,"Angicos","Rio Grande do Norte"
"1082","2400901",240090,"Antônio Martins","Rio Grande do Norte"
"1083","2401008",240100,"Apodi","Rio Grande do Norte"
"1084","2401107",240110,"Areia Branca","Rio Grande do Norte"
"1085","2401206",240120,"Arês","Rio Grande do Norte"
"1086","2401305",240130,"Augusto Severo","Rio Grande do Norte"
"1087","2401404",240140,"Baía Formosa","Rio Grande do Norte"
"1088","2401453",240145,"Baraúna","Rio Grande do Norte"
"1089","2401503",240150,"Barcelona","Rio Grande do Norte"
"1090","2401602",240160,"Bento Fernandes","Rio Grande do Norte"
"1091","2401651",240165,"Bodó","Rio Grande do Norte"
"1092","2401701",240170,"Bom Jesus","Rio Grande do Norte"
"1093","2401800",240180,"Brejinho","Rio Grande do Norte"
"1094","2401859",240185,"Caiçara do Norte","Rio Grande do Norte"
"1095","2401909",240190,"Caiçara do Rio do Vento","Rio Grande do Norte"
"1096","2402006",240200,"Caicó","Rio Grande do Norte"
"1097","2402105",240210,"Campo Redondo","Rio Grande do Norte"
"1098","2402204",240220,"Canguaretama","Rio Grande do Norte"
"1099","2402303",240230,"Caraúbas","Rio Grande do Norte"
"1100","2402402",240240,"Carnaúba dos Dantas","Rio Grande do Norte"
"1101","2402501",240250,"Carnaubais","Rio Grande do Norte"
"1102","2402600",240260,"Ceará-Mirim","Rio Grande do Norte"
"1103","2402709",240270,"Cerro Corá","Rio Grande do Norte"
"1104","2402808",240280,"Coronel Ezequiel","Rio Grande do Norte"
"1105","2402907",240290,"Coronel João Pessoa","Rio Grande do Norte"
"1106","2403004",240300,"Cruzeta","Rio Grande do Norte"
"1107","2403103",240310,"Currais Novos","Rio Grande do Norte"
"1108","2403202",240320,"Doutor Severiano","Rio Grande do Norte"
"1109","2403251",240325,"Parnamirim","Rio Grande do Norte"
"1110","2403301",240330,"Encanto","Rio Grande do Norte"
"1111","2403400",240340,"Equador","Rio Grande do Norte"
"1112","2403509",240350,"Espírito Santo","Rio Grande do Norte"
"1113","2403608",240360,"Extremoz","Rio Grande do Norte"
"1114","2403707",240370,"Felipe Guerra","Rio Grande do Norte"
"1115","2403756",240375,"Fernando Pedroza","Rio Grande do Norte"
"1116","2403806",240380,"Florânia","Rio Grande do Norte"
"1117","2403905",240390,"Francisco Dantas","Rio Grande do Norte"
"1118","2404002",240400,"Frutuoso Gomes","Rio Grande do Norte"
"1119","2404101",240410,"Galinhos","Rio Grande do Norte"
"1120","2404200",240420,"Goianinha","Rio Grande do Norte"
"1121","2404309",240430,"Governador Dix-Sept Rosado","Rio Grande do Norte"
"1122","2404408",240440,"Grossos","Rio Grande do Norte"
"1123","2404507",240450,"Guamaré","Rio Grande do Norte"
"1124","2404606",240460,"Ielmo Marinho","Rio Grande do Norte"
"1125","2404705",240470,"Ipanguaçu","Rio Grande do Norte"
"1126","2404804",240480,"Ipueira","Rio Grande do Norte"
"1127","2404853",240485,"Itajá","Rio Grande do Norte"
"1128","2404903",240490,"Itaú","Rio Grande do Norte"
"1129","2405009",240500,"Jaçanã","Rio Grande do Norte"
"1130","2405108",240510,"Jandaíra","Rio Grande do Norte"
"1131","2405207",240520,"Janduís","Rio Grande do Norte"
"1132","2405306",240530,"Januário Cicco","Rio Grande do Norte"
"1133","2405405",240540,"Japi","Rio Grande do Norte"
"1134","2405504",240550,"Jardim de Angicos","Rio Grande do Norte"
"1135","2405603",240560,"Jardim de Piranhas","Rio Grande do Norte"
"1136","2405702",240570,"Jardim do Seridó","Rio Grande do Norte"
"1137","2405801",240580,"João Câmara","Rio Grande do Norte"
"1138","2405900",240590,"João Dias","Rio Grande do Norte"
"1139","2406007",240600,"José da Penha","Rio Grande do Norte"
"1140","2406106",240610,"Jucurutu","Rio Grande do Norte"
"1141","2406155",240615,"Jundiá","Rio Grande do Norte"
"1142","2406205",240620,"Lagoa D'Anta","Rio Grande do Norte"
"1143","2406304",240630,"Lagoa de Pedras","Rio Grande do Norte"
"1144","2406403",240640,"Lagoa de Velhos","Rio Grande do Norte"
"1145","2406502",240650,"Lagoa Nova","Rio Grande do Norte"
"1146","2406601",240660,"Lagoa Salgada","Rio Grande do Norte"
"1147","2406700",240670,"Lajes","Rio Grande do Norte"
"1148","2406809",240680,"Lajes Pintadas","Rio Grande do Norte"
"1149","2406908",240690,"Lucrécia","Rio Grande do Norte"
"1150","2407005",240700,"Luís Gomes","Rio Grande do Norte"
"1151","2407104",240710,"Macaíba","Rio Grande do Norte"
"1152","2407203",240720,"Macau","Rio Grande do Norte"
"1153","2407252",240725,"Major Sales","Rio Grande do Norte"
"1154","2407302",240730,"Marcelino Vieira","Rio Grande do Norte"
"1155","2407401",240740,"Martins","Rio Grande do Norte"
"1156","2407500",240750,"Maxaranguape","Rio Grande do Norte"
"1157","2407609",240760,"Messias Targino","Rio Grande do Norte"
"1158","2407708",240770,"Montanhas","Rio Grande do Norte"
"1159","2407807",240780,"Monte Alegre","Rio Grande do Norte"
"1160","2407906",240790,"Monte das Gameleiras","Rio Grande do Norte"
"1161","2408003",240800,"Mossoró","Rio Grande do Norte"
"1162","2408102",240810,"Natal","Rio Grande do Norte"
"1163","2408201",240820,"Nísia Floresta","Rio Grande do Norte"
"1164","2408300",240830,"Nova Cruz","Rio Grande do Norte"
"1165","2408409",240840,"Olho-D'Água do Borges","Rio Grande do Norte"
"1166","2408508",240850,"Ouro Branco","Rio Grande do Norte"
"1167","2408607",240860,"Paraná","Rio Grande do Norte"
"1168","2408706",240870,"Paraú","Rio Grande do Norte"
"1169","2408805",240880,"Parazinho","Rio Grande do Norte"
"1170","2408904",240890,"Parelhas","Rio Grande do Norte"
"1171","2408953",240895,"Rio do Fogo","Rio Grande do Norte"
"1172","2409100",240910,"Passa E Fica","Rio Grande do Norte"
"1173","2409209",240920,"Passagem","Rio Grande do Norte"
"1174","2409308",240930,"Patu","Rio Grande do Norte"
"1175","2409332",240933,"Santa Maria","Rio Grande do Norte"
"1176","2409407",240940,"Pau dos Ferros","Rio Grande do Norte"
"1177","2409506",240950,"Pedra Grande","Rio Grande do Norte"
"1178","2409605",240960,"Pedra Preta","Rio Grande do Norte"
"1179","2409704",240970,"Pedro Avelino","Rio Grande do Norte"
"1180","2409803",240980,"Pedro Velho","Rio Grande do Norte"
"1181","2409902",240990,"Pendências","Rio Grande do Norte"
"1182","2410009",241000,"Pilões","Rio Grande do Norte"
"1183","2410108",241010,"Poço Branco","Rio Grande do Norte"
"1184","2410207",241020,"Portalegre","Rio Grande do Norte"
"1185","2410256",241025,"Porto do Mangue","Rio Grande do Norte"
"1186","2410306",241030,"Presidente Juscelino","Rio Grande do Norte"
"1187","2410405",241040,"Pureza","Rio Grande do Norte"
"1188","2410504",241050,"Rafael Fernandes","Rio Grande do Norte"
"1189","2410603",241060,"Rafael Godeiro","Rio Grande do Norte"
"1190","2410702",241070,"Riacho da Cruz","Rio Grande do Norte"
"1191","2410801",241080,"Riacho de Santana","Rio Grande do Norte"
"1192","2410900",241090,"Riachuelo","Rio Grande do Norte"
"1193","2411007",241100,"Rodolfo Fernandes","Rio Grande do Norte"
"1194","2411056",241105,"Tibau","Rio Grande do Norte"
"1195","2411106",241110,"Ruy Barbosa","Rio Grande do Norte"
"1196","2411205",241120,"Santa Cruz","Rio Grande do Norte"
"1197","2411403",241140,"Santana do Matos","Rio Grande do Norte"
"1198","2411429",241142,"Santana do Seridó","Rio Grande do Norte"
"1199","2411502",241150,"Santo Antônio","Rio Grande do Norte"
"1200","2411601",241160,"São Bento do Norte","Rio Grande do Norte"
"1201","2411700",241170,"São Bento do Trairí","Rio Grande do Norte"
"1202","2411809",241180,"São Fernando","Rio Grande do Norte"
"1203","2411908",241190,"São Francisco do Oeste","Rio Grande do Norte"
"1204","2412005",241200,"São Gonçalo do Amarante","Rio Grande do Norte"
"1205","2412104",241210,"São João do Sabugi","Rio Grande do Norte"
"1206","2412203",241220,"São José de Mipibu","Rio Grande do Norte"
"1207","2412302",241230,"São José do Campestre","Rio Grande do Norte"
"1208","2412401",241240,"São José do Seridó","Rio Grande do Norte"
"1209","2412500",241250,"São Miguel","Rio Grande do Norte"
"1210","2412559",241255,"São Miguel do Gostoso","Rio Grande do Norte"
"1211","2412609",241260,"São Paulo do Potengi","Rio Grande do Norte"
"1212","2412708",241270,"São Pedro","Rio Grande do Norte"
"1213","2412807",241280,"São Rafael","Rio Grande do Norte"
"1214","2412906",241290,"São Tomé","Rio Grande do Norte"
"1215","2413003",241300,"São Vicente","Rio Grande do Norte"
"1216","2413102",241310,"Senador Elói de Souza","Rio Grande do Norte"
"1217","2413201",241320,"Senador Georgino Avelino","Rio Grande do Norte"
"1218","2413300",241330,"Serra de São Bento","Rio Grande do Norte"
"1219","2413359",241335,"Serra do Mel","Rio Grande do Norte"
"1220","2413409",241340,"Serra Negra do Norte","Rio Grande do Norte"
"1221","2413508",241350,"Serrinha","Rio Grande do Norte"
"1222","2413557",241355,"Serrinha dos Pintos","Rio Grande do Norte"
"1223","2413607",241360,"Severiano Melo","Rio Grande do Norte"
"1224","2413706",241370,"Sítio Novo","Rio Grande do Norte"
"1225","2413805",241380,"Taboleiro Grande","Rio Grande do Norte"
"1226","2413904",241390,"Taipu","Rio Grande do Norte"
"1227","2414001",241400,"Tangará","Rio Grande do Norte"
"1228","2414100",241410,"Tenente Ananias","Rio Grande do Norte"
"1229","2414159",241415,"Tenente Laurentino Cruz","Rio Grande do Norte"
"1230","2414209",241420,"Tibau do Sul","Rio Grande do Norte"
"1231","2414308",241430,"Timbaúba dos Batistas","Rio Grande do Norte"
"1232","2414407",241440,"Touros","Rio Grande do Norte"
"1233","2414456",241445,"Triunfo Potiguar","Rio Grande do Norte"
"1234","2414506",241450,"Umarizal","Rio Grande do Norte"
"1235","2414605",241460,"Upanema","Rio Grande do Norte"
"1236","2414704",241470,"Várzea","Rio Grande do Norte"
"1237","2414753",241475,"Venha-Ver","Rio Grande do Norte"
"1238","2414803",241480,"Vera Cruz","Rio Grande do Norte"
"1239","2414902",241490,"Viçosa","Rio Grande do Norte"
"1240","2415008",241500,"Vila Flor","Rio Grande do Norte"
"1241","2500106",250010,"Água Branca","Paraíba"
"1242","2500205",250020,"Aguiar","Paraíba"
"1243","2500304",250030,"Alagoa Grande","Paraíba"
"1244","2500403",250040,"Alagoa Nova","Paraíba"
"1245","2500502",250050,"Alagoinha","Paraíba"
"1246","2500536",250053,"Alcantil","Paraíba"
"1247","2500577",250057,"Algodão de Jandaíra","Paraíba"
"1248","2500601",250060,"Alhandra","Paraíba"
"1249","2500700",250070,"São João do Rio do Peixe","Paraíba"
"1250","2500734",250073,"Amparo","Paraíba"
"1251","2500775",250077,"Aparecida","Paraíba"
"1252","2500809",250080,"Araçagi","Paraíba"
"1253","2500908",250090,"Arara","Paraíba"
"1254","2501005",250100,"Araruna","Paraíba"
"1255","2501104",250110,"Areia","Paraíba"
"1256","2501153",250115,"Areia de Baraúnas","Paraíba"
"1257","2501203",250120,"Areial","Paraíba"
"1258","2501302",250130,"Aroeiras","Paraíba"
"1259","2501351",250135,"Assunção","Paraíba"
"1260","2501401",250140,"Baía da Traição","Paraíba"
"1261","2501500",250150,"Bananeiras","Paraíba"
"1262","2501534",250153,"Baraúna","Paraíba"
"1263","2501575",250157,"Barra de Santana","Paraíba"
"1264","2501609",250160,"Barra de Santa Rosa","Paraíba"
"1265","2501708",250170,"Barra de São Miguel","Paraíba"
"1266","2501807",250180,"Bayeux","Paraíba"
"1267","2501906",250190,"Belém","Paraíba"
"1268","2502003",250200,"Belém do Brejo do Cruz","Paraíba"
"1269","2502052",250205,"Bernardino Batista","Paraíba"
"1270","2502102",250210,"Boa Ventura","Paraíba"
"1271","2502151",250215,"Boa Vista","Paraíba"
"1272","2502201",250220,"Bom Jesus","Paraíba"
"1273","2502300",250230,"Bom Sucesso","Paraíba"
"1274","2502409",250240,"Bonito de Santa Fé","Paraíba"
"1275","2502508",250250,"Boqueirão","Paraíba"
"1276","2502607",250260,"Igaracy","Paraíba"
"1277","2502706",250270,"Borborema","Paraíba"
"1278","2502805",250280,"Brejo do Cruz","Paraíba"
"1279","2502904",250290,"Brejo dos Santos","Paraíba"
"1280","2503001",250300,"Caaporã","Paraíba"
"1281","2503100",250310,"Cabaceiras","Paraíba"
"1282","2503209",250320,"Cabedelo","Paraíba"
"1283","2503308",250330,"Cachoeira dos Índios","Paraíba"
"1284","2503407",250340,"Cacimba de Areia","Paraíba"
"1285","2503506",250350,"Cacimba de Dentro","Paraíba"
"1286","2503555",250355,"Cacimbas","Paraíba"
"1287","2503605",250360,"Caiçara","Paraíba"
"1288","2503704",250370,"Cajazeiras","Paraíba"
"1289","2503753",250375,"Cajazeirinhas","Paraíba"
"1290","2503803",250380,"Caldas Brandão","Paraíba"
"1291","2503902",250390,"Camalaú","Paraíba"
"1292","2504009",250400,"Campina Grande","Paraíba"
"1293","2504033",250403,"Capim","Paraíba"
"1294","2504074",250407,"Caraúbas","Paraíba"
"1295","2504108",250410,"Carrapateira","Paraíba"
"1296","2504157",250415,"Casserengue","Paraíba"
"1297","2504207",250420,"Catingueira","Paraíba"
"1298","2504306",250430,"Catolé do Rocha","Paraíba"
"1299","2504355",250435,"Caturité","Paraíba"
"1300","2504405",250440,"Conceição","Paraíba"
"1301","2504504",250450,"Condado","Paraíba"
"1302","2504603",250460,"Conde","Paraíba"
"1303","2504702",250470,"Congo","Paraíba"
"1304","2504801",250480,"Coremas","Paraíba"
"1305","2504850",250485,"Coxixola","Paraíba"
"1306","2504900",250490,"Cruz do Espírito Santo","Paraíba"
"1307","2505006",250500,"Cubati","Paraíba"
"1308","2505105",250510,"Cuité","Paraíba"
"1309","2505204",250520,"Cuitegi","Paraíba"
"1310","2505238",250523,"Cuité de Mamanguape","Paraíba"
"1311","2505279",250527,"Curral de Cima","Paraíba"
"1312","2505303",250530,"Curral Velho","Paraíba"
"1313","2505352",250535,"Damião","Paraíba"
"1314","2505402",250540,"Desterro","Paraíba"
"1315","2505501",250550,"Vista Serrana","Paraíba"
"1316","2505600",250560,"Diamante","Paraíba"
"1317","2505709",250570,"Dona Inês","Paraíba"
"1318","2505808",250580,"Duas Estradas","Paraíba"
"1319","2505907",250590,"Emas","Paraíba"
"1320","2506004",250600,"Esperança","Paraíba"
"1321","2506103",250610,"Fagundes","Paraíba"
"1322","2506202",250620,"Frei Martinho","Paraíba"
"1323","2506251",250625,"Gado Bravo","Paraíba"
"1324","2506301",250630,"Guarabira","Paraíba"
"1325","2506400",250640,"Gurinhém","Paraíba"
"1326","2506509",250650,"Gurjão","Paraíba"
"1327","2506608",250660,"Ibiara","Paraíba"
"1328","2506707",250670,"Imaculada","Paraíba"
"1329","2506806",250680,"Ingá","Paraíba"
"1330","2506905",250690,"Itabaiana","Paraíba"
"1331","2507002",250700,"Itaporanga","Paraíba"
"1332","2507101",250710,"Itapororoca","Paraíba"
"1333","2507200",250720,"Itatuba","Paraíba"
"1334","2507309",250730,"Jacaraú","Paraíba"
"1335","2507408",250740,"Jericó","Paraíba"
"1336","2507507",250750,"João Pessoa","Paraíba"
"1337","2507606",250760,"Juarez Távora","Paraíba"
"1338","2507705",250770,"Juazeirinho","Paraíba"
"1339","2507804",250780,"Junco do Seridó","Paraíba"
"1340","2507903",250790,"Juripiranga","Paraíba"
"1341","2508000",250800,"Juru","Paraíba"
"1342","2508109",250810,"Lagoa","Paraíba"
"1343","2508208",250820,"Lagoa de Dentro","Paraíba"
"1344","2508307",250830,"Lagoa Seca","Paraíba"
"1345","2508406",250840,"Lastro","Paraíba"
"1346","2508505",250850,"Livramento","Paraíba"
"1347","2508554",250855,"Logradouro","Paraíba"
"1348","2508604",250860,"Lucena","Paraíba"
"1349","2508703",250870,"Mãe D'Água","Paraíba"
"1350","2508802",250880,"Malta","Paraíba"
"1351","2508901",250890,"Mamanguape","Paraíba"
"1352","2509008",250900,"Manaíra","Paraíba"
"1353","2509057",250905,"Marcação","Paraíba"
"1354","2509107",250910,"Mari","Paraíba"
"1355","2509156",250915,"Marizópolis","Paraíba"
"1356","2509206",250920,"Massaranduba","Paraíba"
"1357","2509305",250930,"Mataraca","Paraíba"
"1358","2509339",250933,"Matinhas","Paraíba"
"1359","2509370",250937,"Mato Grosso","Paraíba"
"1360","2509396",250939,"Maturéia","Paraíba"
"1361","2509404",250940,"Mogeiro","Paraíba"
"1362","2509503",250950,"Montadas","Paraíba"
"1363","2509602",250960,"Monte Horebe","Paraíba"
"1364","2509701",250970,"Monteiro","Paraíba"
"1365","2509800",250980,"Mulungu","Paraíba"
"1366","2509909",250990,"Natuba","Paraíba"
"1367","2510006",251000,"Nazarezinho","Paraíba"
"1368","2510105",251010,"Nova Floresta","Paraíba"
"1369","2510204",251020,"Nova Olinda","Paraíba"
"1370","2510303",251030,"Nova Palmeira","Paraíba"
"1371","2510402",251040,"Olho D'Água","Paraíba"
"1372","2510501",251050,"Olivedos","Paraíba"
"1373","2510600",251060,"Ouro Velho","Paraíba"
"1374","2510659",251065,"Parari","Paraíba"
"1375","2510709",251070,"Passagem","Paraíba"
"1376","2510808",251080,"Patos","Paraíba"
"1377","2510907",251090,"Paulista","Paraíba"
"1378","2511004",251100,"Pedra Branca","Paraíba"
"1379","2511103",251110,"Pedra Lavrada","Paraíba"
"1380","2511202",251120,"Pedras de Fogo","Paraíba"
"1381","2511301",251130,"Piancó","Paraíba"
"1382","2511400",251140,"Picuí","Paraíba"
"1383","2511509",251150,"Pilar","Paraíba"
"1384","2511608",251160,"Pilões","Paraíba"
"1385","2511707",251170,"Pilõezinhos","Paraíba"
"1386","2511806",251180,"Pirpirituba","Paraíba"
"1387","2511905",251190,"Pitimbu","Paraíba"
"1388","2512002",251200,"Pocinhos","Paraíba"
"1389","2512036",251203,"Poço Dantas","Paraíba"
"1390","2512077",251207,"Poço de José de Moura","Paraíba"
"1391","2512101",251210,"Pombal","Paraíba"
"1392","2512200",251220,"Prata","Paraíba"
"1393","2512309",251230,"Princesa Isabel","Paraíba"
"1394","2512408",251240,"Puxinanã","Paraíba"
"1395","2512507",251250,"Queimadas","Paraíba"
"1396","2512606",251260,"Quixabá","Paraíba"
"1397","2512705",251270,"Remígio","Paraíba"
"1398","2512721",251272,"Pedro Régis","Paraíba"
"1399","2512747",251274,"Riachão","Paraíba"
"1400","2512754",251275,"Riachão do Bacamarte","Paraíba"
"1401","2512762",251276,"Riachão do Poço","Paraíba"
"1402","2512788",251278,"Riacho de Santo Antônio","Paraíba"
"1403","2512804",251280,"Riacho dos Cavalos","Paraíba"
"1404","2512903",251290,"Rio Tinto","Paraíba"
"1405","2513000",251300,"Salgadinho","Paraíba"
"1406","2513109",251310,"Salgado de São Félix","Paraíba"
"1407","2513158",251315,"Santa Cecília","Paraíba"
"1408","2513208",251320,"Santa Cruz","Paraíba"
"1409","2513307",251330,"Santa Helena","Paraíba"
"1410","2513356",251335,"Santa Inês","Paraíba"
"1411","2513406",251340,"Santa Luzia","Paraíba"
"1412","2513505",251350,"Santana de Mangueira","Paraíba"
"1413","2513604",251360,"Santana dos Garrotes","Paraíba"
"1414","2513653",251365,"Santarém","Paraíba"
"1415","2513703",251370,"Santa Rita","Paraíba"
"1416","2513802",251380,"Santa Teresinha","Paraíba"
"1417","2513851",251385,"Santo André","Paraíba"
"1418","2513901",251390,"São Bento","Paraíba"
"1419","2513927",251392,"São Bentinho","Paraíba"
"1420","2513943",251394,"São Domingos do Cariri","Paraíba"
"1421","2513968",251396,"São Domingos","Paraíba"
"1422","2513984",251398,"São Francisco","Paraíba"
"1423","2514008",251400,"São João do Cariri","Paraíba"
"1424","2514107",251410,"São João do Tigre","Paraíba"
"1425","2514206",251420,"São José da Lagoa Tapada","Paraíba"
"1426","2514305",251430,"São José de Caiana","Paraíba"
"1427","2514404",251440,"São José de Espinharas","Paraíba"
"1428","2514453",251445,"São José dos Ramos","Paraíba"
"1429","2514503",251450,"São José de Piranhas","Paraíba"
"1430","2514552",251455,"São José de Princesa","Paraíba"
"1431","2514602",251460,"São José do Bonfim","Paraíba"
"1432","2514651",251465,"São José do Brejo do Cruz","Paraíba"
"1433","2514701",251470,"São José do Sabugi","Paraíba"
"1434","2514800",251480,"São José dos Cordeiros","Paraíba"
"1435","2514909",251490,"São Mamede","Paraíba"
"1436","2515005",251500,"São Miguel de Taipu","Paraíba"
"1437","2515104",251510,"São Sebastião de Lagoa de Roça","Paraíba"
"1438","2515203",251520,"São Sebastião do Umbuzeiro","Paraíba"
"1439","2515302",251530,"Sapé","Paraíba"
"1440","2515401",251540,"Seridó","Paraíba"
"1441","2515500",251550,"Serra Branca","Paraíba"
"1442","2515609",251560,"Serra da Raiz","Paraíba"
"1443","2515708",251570,"Serra Grande","Paraíba"
"1444","2515807",251580,"Serra Redonda","Paraíba"
"1445","2515906",251590,"Serraria","Paraíba"
"1446","2515930",251593,"Sertãozinho","Paraíba"
"1447","2515971",251597,"Sobrado","Paraíba"
"1448","2516003",251600,"Solânea","Paraíba"
"1449","2516102",251610,"Soledade","Paraíba"
"1450","2516151",251615,"Sossêgo","Paraíba"
"1451","2516201",251620,"Sousa","Paraíba"
"1452","2516300",251630,"Sumé","Paraíba"
"1453","2516409",251640,"Tacima","Paraíba"
"1454","2516508",251650,"Taperoá","Paraíba"
"1455","2516607",251660,"Tavares","Paraíba"
"1456","2516706",251670,"Teixeira","Paraíba"
"1457","2516755",251675,"Tenório","Paraíba"
"1458","2516805",251680,"Triunfo","Paraíba"
"1459","2516904",251690,"Uiraúna","Paraíba"
"1460","2517001",251700,"Umbuzeiro","Paraíba"
"1461","2517100",251710,"Várzea","Paraíba"
"1462","2517209",251720,"Vieirópolis","Paraíba"
"1463","2517407",251740,"Zabelê","Paraíba"
"1464","2600054",260005,"Abreu E Lima","Pernambuco"
"1465","2600104",260010,"Afogados da Ingazeira","Pernambuco"
"1466","2600203",260020,"Afrânio","Pernambuco"
"1467","2600302",260030,"Agrestina","Pernambuco"
"1468","2600401",260040,"Água Preta","Pernambuco"
"1469","2600500",260050,"Águas Belas","Pernambuco"
"1470","2600609",260060,"Alagoinha","Pernambuco"
"1471","2600708",260070,"Aliança","Pernambuco"
"1472","2600807",260080,"Altinho","Pernambuco"
"1473","2600906",260090,"Amaraji","Pernambuco"
"1474","2601003",260100,"Angelim","Pernambuco"
"1475","2601052",260105,"Araçoiaba","Pernambuco"
"1476","2601102",260110,"Araripina","Pernambuco"
"1477","2601201",260120,"Arcoverde","Pernambuco"
"1478","2601300",260130,"Barra de Guabiraba","Pernambuco"
"1479","2601409",260140,"Barreiros","Pernambuco"
"1480","2601508",260150,"Belém de Maria","Pernambuco"
"1481","2601607",260160,"Belém do São Francisco","Pernambuco"
"1482","2601706",260170,"Belo Jardim","Pernambuco"
"1483","2601805",260180,"Betânia","Pernambuco"
"1484","2601904",260190,"Bezerros","Pernambuco"
"1485","2602001",260200,"Bodocó","Pernambuco"
"1486","2602100",260210,"Bom Conselho","Pernambuco"
"1487","2602209",260220,"Bom Jardim","Pernambuco"
"1488","2602308",260230,"Bonito","Pernambuco"
"1489","2602407",260240,"Brejão","Pernambuco"
"1490","2602506",260250,"Brejinho","Pernambuco"
"1491","2602605",260260,"Brejo da Madre de Deus","Pernambuco"
"1492","2602704",260270,"Buenos Aires","Pernambuco"
"1493","2602803",260280,"Buíque","Pernambuco"
"1494","2602902",260290,"Cabo de Santo Agostinho","Pernambuco"
"1495","2603009",260300,"Cabrobó","Pernambuco"
"1496","2603108",260310,"Cachoeirinha","Pernambuco"
"1497","2603207",260320,"Caetés","Pernambuco"
"1498","2603306",260330,"Calçado","Pernambuco"
"1499","2603405",260340,"Calumbi","Pernambuco"
"1500","2603454",260345,"Camaragibe","Pernambuco"
"1501","2603504",260350,"Camocim de São Félix","Pernambuco"
"1502","2603603",260360,"Camutanga","Pernambuco"
"1503","2603702",260370,"Canhotinho","Pernambuco"
"1504","2603801",260380,"Capoeiras","Pernambuco"
"1505","2603900",260390,"Carnaíba","Pernambuco"
"1506","2603926",260392,"Carnaubeira da Penha","Pernambuco"
"1507","2604007",260400,"Carpina","Pernambuco"
"1508","2604106",260410,"Caruaru","Pernambuco"
"1509","2604155",260415,"Casinhas","Pernambuco"
"1510","2604205",260420,"Catende","Pernambuco"
"1511","2604304",260430,"Cedro","Pernambuco"
"1512","2604403",260440,"Chã de Alegria","Pernambuco"
"1513","2604502",260450,"Chã Grande","Pernambuco"
"1514","2604601",260460,"Condado","Pernambuco"
"1515","2604700",260470,"Correntes","Pernambuco"
"1516","2604809",260480,"Cortês","Pernambuco"
"1517","2604908",260490,"Cumaru","Pernambuco"
"1518","2605004",260500,"Cupira","Pernambuco"
"1519","2605103",260510,"Custódia","Pernambuco"
"1520","2605152",260515,"Dormentes","Pernambuco"
"1521","2605202",260520,"Escada","Pernambuco"
"1522","2605301",260530,"Exu","Pernambuco"
"1523","2605400",260540,"Feira Nova","Pernambuco"
"1524","2605459",260545,"Fernando de Noronha","Pernambuco"
"1525","2605509",260550,"Ferreiros","Pernambuco"
"1526","2605608",260560,"Flores","Pernambuco"
"1527","2605707",260570,"Floresta","Pernambuco"
